h3,population,Intensity,population_class,colors
88398c582bfffff,4.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c5829fffff,107.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c5827fffff,4159.0,V (Moderate),1000 - 5000,"(0.8055517108804306, 0.7651057285659362, 0.7596616685890043, 1.0)"
88398c5825fffff,44.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c5823fffff,1645.0,V (Moderate),1000 - 5000,"(0.8055517108804306, 0.7651057285659362, 0.7596616685890043, 1.0)"
88398c5821fffff,1617.0,V (Moderate),1000 - 5000,"(0.8055517108804306, 0.7651057285659362, 0.7596616685890043, 1.0)"
88398c580dfffff,164.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c51adfffff,3180.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c51a1fffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c5137fffff,541.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c5127fffff,17.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c5125fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4b53fffff,3.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4b1bfffff,56.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4b19fffff,28.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4b13fffff,811.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4b03fffff,11.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4adbfffff,36.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4ad3fffff,449.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4ad1fffff,21.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4a87fffff,39.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4a81fffff,12.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4a5dfffff,24.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4a57fffff,50.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4a55fffff,3.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4a27fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4a1dfffff,2.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4a0bfffff,36.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4853fffff,1.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c484dfffff,1925.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c4849fffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4847fffff,62.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c4843fffff,319.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4841fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c481dfffff,56.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4819fffff,38.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4815fffff,559.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c480dfffff,63.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398c480bfffff,307.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4803fffff,554.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4001fffff,94.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4319fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c430bfffff,5.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41edfffff,169.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41ebfffff,313.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41e9fffff,1098.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c41e7fffff,279.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41e5fffff,553.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41e3fffff,252.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41e1fffff,1178.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c41cdfffff,854.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41c9fffff,305.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41c5fffff,633.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c41adfffff,456.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4133fffff,2251.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c411bfffff,65.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4117fffff,7.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4115fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4113fffff,46.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4069fffff,780.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4045fffff,13.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c403dfffff,52.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4039fffff,880.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4027fffff,383.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4023fffff,261.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c401dfffff,11.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c4007fffff,315.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8eddfffff,1381.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c8edbfffff,18.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8ed9fffff,190.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8ed5fffff,1804.0,II - III (Weak),1000 - 5000,"(0.9308496732026144, 0.8300192233756247, 0.8026912725874664, 1.0)"
88398c8ed3fffff,28.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ed1fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8ec7fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8eb5fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ea3fffff,19.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e99fffff,22.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e97fffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e95fffff,40.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e87fffff,191.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e83fffff,72.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e37fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8e19fffff,14.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8e03fffff,21.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8ddbfffff,16.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8dd5fffff,432.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8dd3fffff,586.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8dbdfffff,59.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8dabfffff,75.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8da3fffff,156.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d99fffff,327.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d97fffff,20.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d91fffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d8bfffff,191.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d81fffff,282.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d19fffff,397.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8d11fffff,546.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cebfffff,169.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ce3fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cdbfffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cd9fffff,4.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cd7fffff,5.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ccbfffff,11.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cc5fffff,462.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cbbfffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cb7fffff,19.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8cb5fffff,20.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ca7fffff,10.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8ca5fffff,126.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c9bfffff,21.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c95fffff,27.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c91fffff,47.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c8dfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c89fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c87fffff,2.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c8c63fffff,81.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c5dfffff,52.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c5bfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c47fffff,36.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c3dfffff,69.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c3bfffff,7.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c39fffff,132.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c35fffff,82.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c31fffff,21.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c2dfffff,174.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c29fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c15fffff,80.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c09fffff,37.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8c07fffff,799.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c85edfffff,1597.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c85d7fffff,11.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c85cdfffff,114.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c85cbfffff,4090.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c85c9fffff,10202.0,IV (Light),10000 - 20000,"(0.7879354094579007, 0.47774702037677813, 0.5260899653979239, 1.0)"
88398c85c5fffff,111.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c85c3fffff,218.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c85b9fffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c85b1fffff,47.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8595fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8585fffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8581fffff,15.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8567fffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8563fffff,14.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8557fffff,14.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8547fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8535fffff,118.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8533fffff,555.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8531fffff,26.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c852dfffff,41.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c852bfffff,14.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8529fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8523fffff,14.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8513fffff,23.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8511fffff,23.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c8509fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c1403fffff,142.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c1401fffff,203.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb69fffff,7.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb5bfffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb59fffff,7.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb57fffff,22.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb53fffff,68.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb51fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb37fffff,19.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb33fffff,23.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb31fffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb29fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb11fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbb07fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbaedfffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbaebfffff,192.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbae5fffff,130.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbae3fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbad3fffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbacbfffff,292.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbac1fffff,44.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbabdfffff,61.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbabbfffff,75.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbab3fffff,125.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbaabfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cbaa1fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba97fffff,6648.0,IV (Light),5000 - 10000,"(0.8815301806997309, 0.6392233756247596, 0.6153248750480584, 1.0)"
88398cba95fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba87fffff,56.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba85fffff,50.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba67fffff,20.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba63fffff,152.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba5bfffff,220.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba3bfffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba37fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba31fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba2bfffff,706.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba27fffff,31.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398cba05fffff,345.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398e0d35fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398e0ce3fffff,5.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
